0 qid:68623 1:18.842562 2:16.024085999999997 8:2003.0 9:2.0 10:3.0 16:31.033103999999998 20:55.929806000000006 24:19.118374 30:119.0 31:8.0 34:50.0 35:6.0 36:313.0 37:46.0 40:35.0 41:5.0 42:23.0 43:3.0 46:10.0 47:1.0 #docid = f12675d5f45cec8091a6ee361c4224d3c3a5d178
0 qid:68623 1:6.513380000000001 2:0.0 8:1998.0 9:1.0 10:0.0 16:31.033103999999998 20:38.838303 24:0.0 30:1685.0 31:33.0 34:92.0 35:12.0 36:618.0 37:93.0 40:18.0 41:3.0 42:16.0 43:2.0 46:9.0 47:1.0 #docid = dff7cc45a44c1c9b9eddba200b096ed69929d2bc
0 qid:68623 1:5.1349363 2:21.485336 8:2006.0 9:1.0 10:7.0 16:31.033103999999998 20:38.838303 24:37.484207 30:115.0 31:0.0 34:142.0 35:20.0 36:1406.0 37:200.0 40:33.0 41:4.0 42:16.0 43:3.0 46:19.0 47:2.0 #docid = 1c02d1db8a4457f6f11f8d3726a84b008543eef1
0 qid:68623 1:8.155315 2:3.6379193999999995 8:1997.0 9:1.0 10:1.0 16:31.033103999999998 20:38.838303 24:4.801461 30:559.0 31:51.0 34:49.0 35:6.0 36:1283.0 37:191.0 40:29.0 41:4.0 42:34.0 43:6.0 46:19.0 47:2.0 #docid = 7d2f4a909082fecdb0e94f64f670950d4e72b554
0 qid:68623 1:4.4345875 2:3.484431 8:1988.0 9:1.0 10:1.0 16:31.033103999999998 20:38.838303 24:3.8156337999999996 30:1025.0 31:0.0 34:97.0 35:14.0 36:590.0 37:92.0 40:15.0 41:2.0 42:13.0 43:2.0 46:9.0 47:1.0 #docid = 20a747f4c202c0dd0c7954bb707a47906020a81b
0 qid:68623 1:7.9292564 2:8.924187 8:2007.0 9:1.0 10:2.0 16:31.033103999999998 20:38.838303 24:13.091562 30:794.0 31:0.0 34:66.0 35:10.0 36:486.0 37:82.0 40:27.0 41:4.0 42:16.0 43:3.0 46:8.0 47:1.0 #docid = ee0c2be609b997f3aa5d42594d152a5ea2045deb
0 qid:68623 1:8.543894 2:0.0 8:2004.0 9:1.0 10:0.0 16:31.033103999999998 20:24.904919 24:0.0 30:558.0 31:0.0 34:65.0 35:8.0 36:963.0 37:147.0 40:0.0 41:0.0 42:51.0 43:9.0 46:16.0 47:2.0 #docid = 59692a96b6d78c862477983f96d4af6ad97b93d2
0 qid:68623 1:15.571438 2:13.6136875 8:2005.0 9:2.0 10:5.0 16:31.033103999999998 20:38.838303 24:31.078293 30:571.0 31:54.0 34:99.0 35:11.0 36:1701.0 37:243.0 40:33.0 41:4.0 42:93.0 43:10.0 46:8.0 47:1.0 #docid = e54cf524161692c2b794f6da825263857ccb5569
0 qid:68623 1:0.0 2:0.0 8:2000.0 9:0.0 10:0.0 16:31.033103999999998 20:38.838303 24:0.0 30:616.0 31:5.0 34:62.0 35:10.0 36:696.0 37:108.0 40:33.0 41:5.0 42:20.0 43:3.0 46:18.0 47:2.0 #docid = 23543d24a5ce003bb9c5d2225454b4225faa6e32
0 qid:68623 1:0.0 2:0.0 8:2000.0 9:0.0 10:0.0 16:31.033103999999998 20:38.838303 24:0.0 30:510.0 31:21.0 34:85.0 35:12.0 36:1060.0 37:168.0 40:21.0 41:3.0 42:47.0 43:6.0 46:16.0 47:2.0 #docid = a6b5403aecb1c9952055c3a46a5f5d1711857050
0 qid:68623 1:0.0 2:0.0 8:2007.0 9:0.0 10:0.0 16:31.033103999999998 20:55.929806000000006 24:0.0 30:388.0 31:2.0 34:89.0 35:10.0 36:551.0 37:83.0 40:79.0 41:13.0 42:32.0 43:5.0 46:33.0 47:4.0 #docid = 8e46ff6c5fa533ea3e0e4faf1bba7387a13dbb0e
1 qid:68623 1:14.393476500000002 2:13.462446 8:2005.0 9:2.0 10:8.0 16:31.033103999999998 20:38.838303 24:50.62193 30:118.0 31:21.0 34:91.0 35:11.0 36:1670.0 37:221.0 40:75.0 41:11.0 42:88.0 43:15.0 46:8.0 47:1.0 #docid = fc7dfdb17e481cc86b9f727230d345222819bbe9
0 qid:68623 1:8.512983 2:0.0 8:1984.0 9:1.0 10:0.0 16:31.033103999999998 20:24.904919 24:0.0 30:483.0 31:0.0 34:45.0 35:5.0 36:1057.0 37:156.0 40:0.0 41:0.0 42:19.0 43:3.0 46:10.0 47:1.0 #docid = c81eb87b9e88434f600f15da2594f7dbb80d0ad3
0 qid:68623 1:7.82649 2:0.0 8:2009.0 9:1.0 10:0.0 16:31.033103999999998 20:38.838303 24:0.0 30:973.0 31:0.0 34:57.0 35:7.0 36:262.0 37:35.0 40:0.0 41:0.0 42:20.0 43:3.0 46:7.0 47:1.0 #docid = bde955849831041bfd5ea7cd404de1d314e776a7
0 qid:68623 1:6.981946000000001 2:4.0174 8:2008.0 9:1.0 10:1.0 16:31.033103999999998 20:38.838303 24:4.801461 30:88.0 31:25.0 34:76.0 35:9.0 36:995.0 37:145.0 40:31.0 41:6.0 42:66.0 43:12.0 46:8.0 47:1.0 #docid = b9cb9240cdb31675674bf612f0fb23f1440ec0b3
0 qid:68623 1:7.82649 2:5.2074169999999995 8:2011.0 9:1.0 10:2.0 16:31.033103999999998 20:38.838303 24:9.602922 30:817.0 31:262.0 34:63.0 35:7.0 36:1355.0 37:174.0 40:6.0 41:1.0 42:33.0 43:5.0 46:19.0 47:2.0 #docid = db501562c4363285e181250c8f933e02828b6041
0 qid:68623 1:8.155315 2:3.2464932999999996 8:1979.0 9:1.0 10:1.0 16:31.033103999999998 20:38.838303 24:3.8156337999999996 30:988.0 31:0.0 34:51.0 35:6.0 36:720.0 37:113.0 40:24.0 41:3.0 42:16.0 43:3.0 46:19.0 47:2.0 #docid = e85e2d03cd167d1d5b10a67b5aa6bc9e53f3eaf8
0 qid:68623 1:6.301916 2:0.0 8:2008.0 9:1.0 10:0.0 16:31.033103999999998 20:38.838303 24:0.0 30:283.0 31:147.0 34:103.0 35:13.0 36:1050.0 37:147.0 40:24.0 41:3.0 42:45.0 43:7.0 46:10.0 47:1.0 #docid = bf50f94fe5fb51c5c1f79bc988a46d75b7835c64
0 qid:68623 1:6.981946000000001 2:0.0 8:2010.0 9:1.0 10:0.0 16:31.033103999999998 20:38.838303 24:0.0 30:311.0 31:155.0 34:68.0 35:10.0 36:1172.0 37:161.0 40:22.0 41:2.0 42:79.0 43:10.0 46:19.0 47:2.0 #docid = e5f2589e424ddee4cd4bb5bfb441c2e1f028481d
0 qid:68623 1:7.82649 2:4.5922327 8:1983.0 9:1.0 10:1.0 16:31.033103999999998 20:55.929806000000006 24:4.801461 30:2241.0 31:0.0 34:55.0 35:6.0 36:637.0 37:100.0 40:17.0 41:2.0 42:13.0 43:2.0 46:11.0 47:1.0 #docid = da09805404da1eb50dac2b7f91e4140a9b406823
0 qid:68623 1:5.9176693 2:2.596402 8:2000.0 9:1.0 10:1.0 16:31.033103999999998 20:38.838303 24:3.8156337999999996 30:349.0 31:0.0 34:112.0 35:15.0 36:1428.0 37:200.0 40:43.0 41:5.0 42:36.0 43:6.0 46:10.0 47:1.0 #docid = b8f0eace958203aca2c68edb65f45b6cd587d0e6
0 qid:68623 1:6.103751 2:9.5585165 8:2012.0 9:1.0 10:5.0 16:31.033103999999998 20:38.838303 24:23.021479 30:898.0 31:50.0 34:103.0 35:14.0 36:1201.0 37:143.0 40:27.0 41:4.0 42:43.0 43:8.0 46:8.0 47:1.0 #docid = 6d95ed679dcdd72dec679184e21654702ce8f33d
1 qid:68623 1:18.711418 2:6.565966599999999 8:2009.0 9:3.0 10:3.0 16:31.033103999999998 20:38.838303 24:14.404384 30:118.0 31:16.0 34:105.0 35:11.0 36:757.0 37:97.0 40:33.0 41:4.0 42:36.0 43:6.0 46:10.0 47:1.0 #docid = 603876bc2afd7cb4a290bc7560339c6c6d18237b
0 qid:68623 1:18.082823 2:14.978713 8:2008.0 9:2.0 10:2.0 16:31.033103999999998 20:38.838303 24:11.959918 30:240.0 31:0.0 34:60.0 35:7.0 36:185.0 37:26.0 40:42.0 41:6.0 42:14.0 43:3.0 46:9.0 47:1.0 #docid = 5989b57b002f0f39153bc557d5872275506ca1d2
0 qid:68623 1:6.301916 2:4.5922327 8:1990.0 9:1.0 10:1.0 16:31.033103999999998 20:55.929806000000006 24:4.801461 30:418.0 31:0.0 34:95.0 35:12.0 36:706.0 37:99.0 40:28.0 41:4.0 42:35.0 43:6.0 46:8.0 47:1.0 #docid = 4c9275e8e623c492e547f0cc6700f864cad53b17
0 qid:68960 1:17.508361999999998 2:15.115224 8:2006.0 9:1.0 10:1.0 16:13.669731 20:0.0 24:13.511107999999998 30:3.0 31:0.0 34:39.0 35:4.0 36:730.0 37:101.0 40:0.0 41:0.0 42:29.0 43:4.0 46:0.0 47:0.0 #docid = 07269487d23f2b17c0b87ce73f1a0060f6b34035
0 qid:68960 1:16.037155 2:13.798936 8:2009.0 9:1.0 10:1.0 16:13.669731 20:0.0 24:13.511107999999998 30:3.0 31:0.0 34:42.0 35:6.0 36:786.0 37:128.0 40:0.0 41:0.0 42:21.0 43:4.0 46:3.0 47:1.0 #docid = 77e2c6dcd9de8695ae67a7e17d075bbde52d385e
0 qid:68960 1:16.037155 2:18.74784 8:2001.0 9:1.0 10:1.0 16:13.669731 20:0.0 24:13.511107999999998 30:2.0 31:0.0 34:55.0 35:5.0 36:232.0 37:32.0 40:30.0 41:4.0 42:25.0 43:4.0 46:10.0 47:1.0 #docid = fe07b7fb6a86f10649c2e69e886d7742cb1799df
0 qid:68960 1:16.740498000000002 2:0.0 8:2018.0 9:1.0 10:0.0 16:13.669731 20:0.0 24:0.0 30:1.0 31:21.0 34:44.0 35:5.0 36:1394.0 37:221.0 40:0.0 41:0.0 42:26.0 43:3.0 46:10.0 47:1.0 #docid = 6039bb91487928516a293f454b3b8f7033ac872a
0 qid:68960 1:15.3905325 2:0.0 8:2009.0 9:1.0 10:0.0 16:13.669731 20:0.0 24:0.0 30:1.0 31:0.0 34:58.0 35:7.0 36:1044.0 37:168.0 40:0.0 41:0.0 42:66.0 43:10.0 46:10.0 47:1.0 #docid = f018061e2df8cbb5d307f6ff17d941452319e5ef
0 qid:68960 1:16.037155 2:0.0 8:2011.0 9:1.0 10:0.0 16:13.669731 20:0.0 24:0.0 30:1.0 31:0.0 34:41.0 35:6.0 36:1062.0 37:168.0 40:29.0 41:5.0 42:28.0 43:4.0 46:9.0 47:1.0 #docid = f11386e24648073324db909dae5fcb39323dfb2b
0 qid:68960 1:15.3905325 2:0.0 8:2010.0 9:1.0 10:0.0 16:13.669731 20:0.0 24:0.0 30:11.0 31:0.0 34:56.0 35:7.0 36:1076.0 37:167.0 40:27.0 41:4.0 42:78.0 43:11.0 46:8.0 47:1.0 #docid = 1ebacd45f483b907b07330a79b6e756340a26627
0 qid:68960 1:16.037155 2:0.0 8:2007.0 9:1.0 10:0.0 16:13.669731 20:0.0 24:0.0 30:2.0 31:0.0 34:41.0 35:6.0 36:281.0 37:41.0 40:0.0 41:0.0 42:13.0 43:2.0 46:10.0 47:1.0 #docid = f5ec283a31ae68e07ca520771308947846608988
1 qid:68960 1:17.508361999999998 2:18.931960999999998 8:2009.0 9:1.0 10:2.0 16:13.669731 20:0.0 24:27.022216999999998 30:2.0 31:0.0 34:32.0 35:5.0 36:794.0 37:115.0 40:0.0 41:0.0 42:13.0 43:2.0 46:8.0 47:1.0 #docid = feda8f6e1e3e5e7e75f0a28dbeb9268dfcd84a25
1 qid:68960 1:15.3905325 2:17.517256 8:2009.0 9:1.0 10:1.0 16:13.669731 20:0.0 24:13.511107999999998 30:1.0 31:0.0 34:57.0 35:8.0 36:434.0 37:51.0 40:0.0 41:0.0 42:11.0 43:2.0 46:10.0 47:1.0 #docid = 9bdd3acd774226eb442566322249ef32fe2e10e0
0 qid:69 1:13.552517000000002 2:20.476738 8:2008.0 9:1.0 10:2.0 16:24.045551 20:11.839506 24:21.780134 30:14.0 31:0.0 34:40.0 35:6.0 36:1170.0 37:160.0 40:0.0 41:0.0 42:14.0 43:3.0 46:11.0 47:1.0 #docid = b49c6b749a084fa284f2f354dfd51ed716c2123a
1 qid:69 1:14.180475 2:31.76288 8:1999.0 9:2.0 10:4.0 16:24.045551 20:24.84106 24:43.935036 30:9.0 31:0.0 34:88.0 35:14.0 36:416.0 37:56.0 40:0.0 41:0.0 42:14.0 43:3.0 46:3.0 47:1.0 #docid = e90e496bd64a70bdf4eeccb72e7238421036b302
0 qid:69 1:23.888794 2:25.062744 8:2017.0 9:2.0 10:4.0 16:24.045551 20:24.84106 24:43.56027 30:0.0 31:0.0 34:56.0 35:10.0 36:1461.0 37:228.0 40:0.0 41:0.0 42:18.0 43:3.0 46:3.0 47:1.0 #docid = 755d2fa5a2ca4ac196bd0b2d43400947c76fea36
0 qid:69 1:30.752544 2:21.814125 8:2010.0 9:3.0 10:2.0 16:24.045551 20:24.84106 24:21.780134 30:0.0 31:0.0 34:41.0 35:7.0 36:819.0 37:133.0 40:0.0 41:0.0 42:16.0 43:3.0 46:3.0 47:1.0 #docid = a0b4090a765679566773df3fb265db2e10aa4d8b
0 qid:69 1:13.006075 2:31.377857000000002 8:2000.0 9:1.0 10:2.0 16:24.045551 20:24.84106 24:21.780134 30:0.0 31:0.0 34:40.0 35:7.0 36:93.0 37:16.0 40:0.0 41:0.0 42:14.0 43:2.0 46:3.0 47:1.0 #docid = 39efa374dae0e212dc87c0144cbb21e7280dca3c
0 qid:69 1:13.006075 2:26.00671 8:2008.0 9:1.0 10:6.0 16:24.045551 20:24.84106 24:64.590866 30:3.0 31:0.0 34:49.0 35:7.0 36:1408.0 37:204.0 40:0.0 41:0.0 42:8.0 43:2.0 46:3.0 47:1.0 #docid = a877f723de0b8a7a65046048b2c20f486aa546a0
0 qid:69 1:11.60261 2:15.132810999999998 8:2008.0 9:1.0 10:2.0 16:24.045551 20:24.84106 24:21.405369 30:1.0 31:0.0 34:59.0 35:9.0 36:642.0 37:101.0 40:0.0 41:0.0 42:18.0 43:3.0 46:3.0 47:1.0 #docid = 42d0983857bcb63c2338f3d7c641943a5ea4daab
0 qid:69 1:13.583336 2:18.542397 8:2004.0 9:2.0 10:5.0 16:24.045551 20:24.84106 24:53.513419999999996 30:5.0 31:1.0 34:97.0 35:16.0 36:594.0 37:85.0 40:24.0 41:5.0 42:17.0 43:2.0 46:9.0 47:1.0 #docid = be5d6dc9714fd0f22e006bff11d403bfc94ad140
0 qid:69 1:9.833993 2:13.660711 8:2006.0 9:1.0 10:2.0 16:24.045551 20:24.84106 24:21.405369 30:1.0 31:18.0 34:100.0 35:15.0 36:1002.0 37:151.0 40:23.0 41:3.0 42:15.0 43:3.0 46:9.0 47:1.0 #docid = 77818acf6f077881ce2a443eac6385108d3d609a
0 qid:69 1:0.0 2:15.851353 8:2001.0 9:0.0 10:5.0 16:24.045551 20:24.84106 24:53.513419999999996 30:2.0 31:44.0 34:103.0 35:14.0 36:1618.0 37:261.0 40:0.0 41:0.0 42:12.0 43:3.0 46:3.0 47:1.0 #docid = f58c658dcebb60f57466bd78c84ee9c21a66f3b7
0 qid:69 1:13.552517000000002 2:0.0 8:1981.0 9:1.0 10:0.0 16:24.045551 20:24.84106 24:0.0 30:444.0 31:0.0 34:39.0 35:7.0 36:527.0 37:82.0 40:0.0 41:0.0 42:27.0 43:4.0 46:3.0 47:1.0 #docid = 38a0fa90a395661f51f749cf42ce5f5de2c41d98
0 qid:69 1:13.772335 2:13.637357999999999 8:1942.0 9:1.0 10:1.0 16:24.045551 20:24.84106 24:11.07745 30:3.0 31:0.0 34:56.0 35:8.0 36:408.0 37:60.0 40:50.0 41:8.0 42:28.0 43:5.0 46:7.0 47:1.0 #docid = a521ec07268d8b0a414d862805277008419169d7
1 qid:69 1:13.552517000000002 2:12.609324 8:2004.0 9:1.0 10:2.0 16:24.045551 20:24.84106 24:21.405369 30:35.0 31:27.0 34:39.0 35:6.0 36:1387.0 37:209.0 40:34.0 41:5.0 42:27.0 43:4.0 46:19.0 47:2.0 #docid = 088f1f39e09476624088779808916769f0415522
0 qid:69 1:15.507079000000001 2:26.6339 8:2006.0 9:1.0 10:7.0 16:24.045551 20:24.84106 24:75.293564 30:1.0 31:0.0 34:27.0 35:4.0 36:1371.0 37:204.0 40:0.0 41:0.0 42:33.0 43:5.0 46:3.0 47:1.0 #docid = aacba5b65b7e7854744101233ce01f6085b9d592
0 qid:69 1:16.420689000000003 2:15.384004000000001 8:1983.0 9:1.0 10:1.0 16:24.045551 20:24.84106 24:11.07745 30:5.0 31:0.0 34:22.0 35:3.0 36:172.0 37:26.0 40:0.0 41:0.0 42:29.0 43:4.0 46:3.0 47:1.0 #docid = 6f11b11453ab3ec0b26f3bc760c84ff9eb484954
0 qid:69 1:14.350971 2:25.888218 8:2012.0 9:1.0 10:11.0 16:24.045551 20:24.84106 24:119.22859 30:0.0 31:0.0 34:52.0 35:7.0 36:4007.0 37:604.0 40:34.0 41:6.0 42:15.0 43:2.0 46:3.0 47:1.0 #docid = e96b114e0dd2aaa5970b33ac2aff2abbd019a5ea
0 qid:69 1:11.08953 2:0.0 8:2004.0 9:1.0 10:0.0 16:24.045551 20:24.84106 24:0.0 30:9.0 31:0.0 34:89.0 35:13.0 36:538.0 37:94.0 40:14.0 41:2.0 42:11.0 43:2.0 46:3.0 47:1.0 #docid = ad0d1b3ba06146606cba4784608575e76283f2d7
0 qid:69 1:10.143225 2:7.130125 8:2010.0 9:1.0 10:1.0 16:24.045551 20:24.84106 24:10.702684 30:1.0 31:0.0 34:80.0 35:14.0 36:2001.0 37:324.0 40:0.0 41:0.0 42:24.0 43:4.0 46:3.0 47:1.0 #docid = d8358ede931dc0a885585a4ea93b182c8afe4a4d
0 qid:69 1:15.507079000000001 2:0.0 8:2003.0 9:1.0 10:0.0 16:24.045551 20:24.84106 24:0.0 30:1.0 31:0.0 34:16.0 35:3.0 36:459.0 37:74.0 40:0.0 41:0.0 42:15.0 43:2.0 46:3.0 47:1.0 #docid = 5e2568221454181ce2f1bc59d448f6bad347ab55
0 qid:69 1:12.035521000000001 2:14.701091 8:1998.0 9:1.0 10:1.0 16:24.045551 20:24.84106 24:10.702684 30:0.0 31:0.0 34:60.0 35:9.0 36:153.0 37:28.0 40:0.0 41:0.0 42:11.0 43:2.0 46:3.0 47:1.0 #docid = 66b1b3cd214a635e0b6e843480b54696414fb3d6
0 qid:6921 1:11.302296 2:10.489941 8:2001.0 9:2.0 10:3.0 16:13.93108 20:14.130581 24:15.32271 30:555.0 31:46.0 34:99.0 35:11.0 36:1002.0 37:125.0 40:37.0 41:5.0 42:15.0 43:3.0 46:10.0 47:1.0 #docid = 402645358d0b8b863060bb058b9c8b8e5cd1667e
0 qid:6921 1:8.548021 2:7.746214 8:1998.0 9:1.0 10:12.0 16:13.93108 20:29.918029999999998 24:64.94226 30:77.0 31:0.0 34:25.0 35:4.0 36:3564.0 37:493.0 40:0.0 41:0.0 42:17.0 43:2.0 46:3.0 47:1.0 #docid = 58f8fcf6255335cb1c8d0afe9a66ad65ee68a243
0 qid:6921 1:16.486511 2:10.482811 8:1969.0 9:2.0 10:2.0 16:13.93108 20:29.918029999999998 24:10.367283 30:65.0 31:0.0 34:31.0 35:4.0 36:617.0 37:84.0 40:0.0 41:0.0 42:20.0 43:4.0 46:3.0 47:1.0 #docid = 2bf6b33928e16703fcc8969b3861fcfe2eaff167
0 qid:6921 1:15.101170000000002 2:6.586102499999999 8:1994.0 9:2.0 10:1.0 16:13.93108 20:29.918029999999998 24:5.411855 30:212.0 31:0.0 34:62.0 35:6.0 36:266.0 37:32.0 40:0.0 41:0.0 42:25.0 43:4.0 46:16.0 47:2.0 #docid = ccb209a1dfffdfacbc0c28d726b3c18290657832
0 qid:6921 1:11.669236999999999 2:14.678633 8:2006.0 9:2.0 10:9.0 16:13.93108 20:29.918029999999998 24:46.424557 30:146.0 31:60.0 34:108.0 35:13.0 36:1150.0 37:155.0 40:82.0 41:13.0 42:69.0 43:11.0 46:19.0 47:2.0 #docid = c1c7a98c42c7a7ada90273491894b00506ed5046
1 qid:6921 1:8.173131 2:8.442511999999999 8:2001.0 9:1.0 10:11.0 16:13.93108 20:29.918029999999998 24:59.530407 30:377.0 31:0.0 34:33.0 35:5.0 36:1955.0 37:245.0 40:0.0 41:0.0 42:12.0 43:2.0 46:3.0 47:1.0 #docid = 83fd49bc2eea60396f58969eef850a6e0dddf0ef
0 qid:6921 1:11.302296 2:4.2220545 8:2005.0 9:2.0 10:1.0 16:13.93108 20:29.918029999999998 24:5.411855 30:170.0 31:60.0 34:93.0 35:14.0 36:1339.0 37:197.0 40:28.0 41:4.0 42:24.0 43:3.0 46:26.0 47:3.0 #docid = cfc75e1294f593a9fd2fe018d48de290810a5fa8
0 qid:6921 1:8.173131 2:0.0 8:1994.0 9:1.0 10:0.0 16:13.93108 20:14.130581 24:0.0 30:144.0 31:0.0 34:29.0 35:5.0 36:1022.0 37:162.0 40:0.0 41:0.0 42:15.0 43:3.0 46:3.0 47:1.0 #docid = 2051e4daa8a5f8a7808d1015048a068b1cd38dbc
0 qid:6921 1:8.173131 2:0.0 8:1975.0 9:1.0 10:0.0 16:13.93108 20:29.918029999999998 24:0.0 30:1550.0 31:0.0 34:36.0 35:5.0 36:788.0 37:123.0 40:6.0 41:1.0 42:12.0 43:2.0 46:3.0 47:1.0 #docid = 86ce0453742e49574cf559b68b3dd4799b609bdc
0 qid:6921 1:7.5140443 2:9.38092 8:1994.0 9:1.0 10:3.0 16:13.93108 20:29.918029999999998 24:15.779138 30:1972.0 31:26.0 34:43.0 35:7.0 36:1390.0 37:209.0 40:45.0 41:6.0 42:26.0 43:4.0 46:10.0 47:1.0 #docid = f78a31be8874eda176a5244c645289be9f1d4317
1 qid:6921 1:15.763461999999999 2:11.236077 8:1999.0 9:2.0 10:3.0 16:13.93108 20:29.918029999999998 24:15.779138 30:163.0 31:0.0 34:42.0 35:5.0 36:701.0 37:118.0 40:0.0 41:0.0 42:18.0 43:3.0 46:16.0 47:2.0 #docid = f2a71fb7ae8b5c81039b785d2b6afd8641f2292f
0 qid:6921 1:8.173131 2:4.5671844 8:1970.0 9:1.0 10:1.0 16:13.93108 20:29.918029999999998 24:5.411855 30:203.0 31:0.0 34:26.0 35:5.0 36:991.0 37:155.0 40:0.0 41:0.0 42:14.0 43:2.0 46:3.0 47:1.0 #docid = 4f941ab92499e84d9ab75a7b5b9f9ab431f42e66
0 qid:6921 1:7.8297419999999995 2:0.0 8:2008.0 9:1.0 10:0.0 16:13.93108 20:29.918029999999998 24:0.0 30:580.0 31:40.0 34:53.0 35:6.0 36:746.0 37:128.0 40:0.0 41:0.0 42:96.0 43:14.0 46:16.0 47:2.0 #docid = edc62dd7276e23c81219678ae7f3ea6bf3e19e24
0 qid:6921 1:10.633549 2:7.2104893 8:1991.0 9:2.0 10:3.0 16:13.93108 20:29.918029999999998 24:16.235565 30:281.0 31:0.0 34:132.0 35:16.0 36:972.0 37:139.0 40:35.0 41:5.0 42:17.0 43:2.0 46:11.0 47:1.0 #docid = 536c08a5dbcbf75c14541fb15cbde4db8385ec7e
0 qid:6921 1:13.410826 2:15.481873 8:2006.0 9:2.0 10:8.0 16:13.93108 20:29.918029999999998 24:41.46913 30:87.0 31:0.0 34:72.0 35:10.0 36:555.0 37:84.0 40:0.0 41:0.0 42:11.0 43:2.0 46:16.0 47:2.0 #docid = 1d5e5d847f461a4759bfa95b84116e56c1e0bc0a
0 qid:6921 1:8.173131 2:7.599785000000001 8:1999.0 9:1.0 10:5.0 16:13.93108 20:14.130581 24:27.059277 30:263.0 31:0.0 34:33.0 35:5.0 36:1337.0 37:215.0 40:0.0 41:0.0 42:17.0 43:2.0 46:3.0 47:1.0 #docid = feab15eb66c7e20b1540e1163a739be1603d151c
0 qid:6921 1:8.548021 2:6.211538 8:1989.0 9:1.0 10:2.0 16:13.93108 20:14.130581 24:10.82371 30:365.0 31:0.0 34:26.0 35:4.0 36:1025.0 37:156.0 40:0.0 41:0.0 42:12.0 43:2.0 46:3.0 47:1.0 #docid = 349cc24a102331c9272d1b525494f6f7b9fb9f83
0 qid:6921 1:8.320124 2:0.0 8:1996.0 9:1.0 10:0.0 16:13.93108 20:29.918029999999998 24:0.0 30:184.0 31:0.0 34:24.0 35:3.0 36:573.0 37:86.0 40:0.0 41:0.0 42:25.0 43:3.0 46:3.0 47:1.0 #docid = c6cad432a6e151b6dbfc7294bbcb279c4bfefaad
0 qid:6921 1:15.763461999999999 2:9.517814 8:1999.0 9:2.0 10:4.0 16:13.93108 20:29.918029999999998 24:20.278137 30:299.0 31:78.0 34:33.0 35:5.0 36:1596.0 37:229.0 40:52.0 41:7.0 42:33.0 43:6.0 46:8.0 47:1.0 #docid = 05e55e2d4f13cc7ffc99f16d6d012f03e7b73dae
0 qid:6921 1:7.8297419999999995 2:6.9130993 8:1985.0 9:1.0 10:3.0 16:13.93108 20:29.918029999999998 24:16.235565 30:615.0 31:0.0 34:46.0 35:6.0 36:1085.0 37:173.0 40:0.0 41:0.0 42:17.0 43:3.0 46:25.0 47:3.0 #docid = 88d5e8f1f715e4ba95d793b64878a62562543c91
1 qid:69376 1:9.496313 2:10.742268 8:2002.0 9:1.0 10:1.0 16:8.818033 20:13.016646000000001 24:7.7983356 30:142.0 31:1.0 34:48.0 35:7.0 36:108.0 37:17.0 40:53.0 41:6.0 42:31.0 43:5.0 46:9.0 47:1.0 #docid = 3fa28de692264c0b75643b755f47366d0a9e9a2c
0 qid:69376 1:9.895294 2:8.62383 8:2010.0 9:1.0 10:1.0 16:8.818033 20:13.016646000000001 24:7.7983356 30:60.0 31:0.0 34:54.0 35:6.0 36:540.0 37:81.0 40:47.0 41:5.0 42:50.0 43:7.0 46:9.0 47:1.0 #docid = 9017649a3eb77b6119a7effa782ae354962d9073
0 qid:69376 1:8.973149000000001 2:13.386041 8:2008.0 9:2.0 10:7.0 16:8.818033 20:13.016646000000001 24:54.58835 30:45.0 31:27.0 34:152.0 35:21.0 36:714.0 37:96.0 40:53.0 41:8.0 42:28.0 43:4.0 46:9.0 47:1.0 #docid = eb3f06248f3b8b82f4d3b1c5d498ef7d6a74394e
0 qid:69376 1:9.128257000000001 2:11.1108265 8:2000.0 9:1.0 10:3.0 16:8.818033 20:13.016646000000001 24:23.395006 30:321.0 31:33.0 34:58.0 35:8.0 36:1023.0 37:140.0 40:29.0 41:4.0 42:28.0 43:5.0 46:9.0 47:1.0 #docid = 0e2cb268bcd4dfd26041f3a32b8f3374c27398b8
1 qid:69376 1:9.895294 2:11.1108265 8:2009.0 9:1.0 10:3.0 16:8.818033 20:13.016646000000001 24:23.395006 30:106.0 31:0.0 34:41.0 35:6.0 36:922.0 37:135.0 40:49.0 41:5.0 42:35.0 43:4.0 46:9.0 47:1.0 #docid = e6821610a68b7448092591fc2e60eed0f21b4ce1
0 qid:69376 1:9.895294 2:7.8386493 8:2005.0 9:1.0 10:1.0 16:8.818033 20:13.016646000000001 24:7.7983356 30:121.0 31:43.0 34:40.0 35:6.0 36:714.0 37:111.0 40:26.0 41:4.0 42:21.0 43:3.0 46:9.0 47:1.0 #docid = d3f7718255d35aac3e93c048097582790b9fa2f1
0 qid:69376 1:9.496313 2:11.478308 8:2010.0 9:1.0 10:4.0 16:8.818033 20:13.016646000000001 24:31.193341999999998 30:107.0 31:29.0 34:65.0 35:7.0 36:1197.0 37:165.0 40:56.0 41:7.0 42:71.0 43:14.0 46:25.0 47:3.0 #docid = 9afe81e3a498bc31cb749e7d7972ff319a730961
