paper_sha,paper_title,paper_year,paper_venue,n_citations,n_key_citations
cca7edbfefcf706a789fddfc370896a8fc0d41d5,"Stress, memory and the amygdala",2009.0,Nature Reviews Neuroscience,847.0,
9d57dc71aeeb6ea358c1fcab8f0ab8ae028a8ca6,催眠·骗局·隐喻——《山家奇遇》的未解之谜,2009.0,,0.0,
c8be02b242d8dddfdc33fd282fcb86cc17e2c87f,Determinants of investment in tangible and intangible fixed assets,2020.0,,1.0,
1930ea482dbd867a3fd6402fa0aa41f49fa4b748,Effect of delay in diagnosis on transmission of COVID-19.,2020.0,Mathematical biosciences and engineering : MBE,3.0,
e2ed75557c9bb3c2f14467f57ea951895b30d8c5,Hair growth promoting activity of Eclipta alba in male albino rats,2008.0,Archives of Dermatological Research,55.0,
136cd2f75f322d39513ad30f24c835a6c5485dae,A New High-Efficiency Single-Phase Transformerless PV Inverter Topology,2011.0,IEEE Transactions on Industrial Electronics,440.0,
1e3fafdbb8f0b81be4498ee1a806a7bf74aa12d8,"Waon therapy, can it be new therapeutic modality in heart failure patients?",2010.0,Journal of cardiovascular ultrasound,3.0,
79cff45995c77be857086edd0930c9b5d76dc92d,A Comparative Study of Semi Quantitative Latex Agglutination Test and Quantitative Turbidimetric Immunoassay Method for the Detection of C-Reactive Protein from Human Sera,,,1.0,
d6af93adcfc0272b66d5fa1ce55f2c4d1a37d767,أخلاقيات العمل وإشكالية الممارسة في المؤسسة الجزائرية,2017.0,,0.0,
ef7cca09f6e15778d232b477fcaf3f72568bd231,Effects of low level laser therapy (808 nm) on physical strength training in humans,2010.0,Lasers in Medical Science,69.0,
ca8a9a86e54ad35c20a66be59f8d4189222750c5,"Systems integration and collaboration in architecture, engineering, construction, and facilities management: A review",2010.0,Adv. Eng. Informatics,158.0,
d61347bd6ad92344706ed43d8b4c271440cb208c,The effects of family and community violence on children.,2000.0,Annual review of psychology,534.0,
8b686a923fea4841acf750a32b7c9d63064459a2,Assessing the Probability of Bankruptcy,2004.0,,372.0,
b0c4f3d96ad476d1e4f377074cd5414973d3cd92,Classical Fourier Analysis,2008.0,,854.0,
6bbe3f275c2f2071faa6fdf80c3e01fb39979da8,EMDR treatment for PTSD and Intellectual Disability: a case study,2015.0,,3.0,
854a719937844cd0890d52cc545ac27216a61fcf,Clinical and CT features in pediatric patients with COVID‐19 infection: Different points from adults,2020.0,Pediatric pulmonology,42.0,
7fe36ddb0c49df86af20a7cc69a27ae175b94362,Lidar Remote Sensing for Ecosystem Studies,2002.0,,939.0,
fb2df7477c0e98bf0430d8acf65c0a5cbeb0c911,Acute Bronchiolitis: Is There a Role for Lung Ultrasound?,2019.0,Diagnostics,0.0,
1c87a31e41f15bf290e277f80265dbca1324290f,Mechanical properties of polyamide versus different PMMA denture base materials.,2012.0,Journal of prosthodontics : official journal of the American College of Prosthodontists,50.0,
7faee8fc20ae78213467fd0fef79d461d4327fdc,Drug treatment options for the 2019-new coronavirus (2019-nCoV).,2020.0,Bioscience trends,99.0,
5368562837d2c937cc1331ac55c12b18365a984c,Integration of foreign culture into pre-service EFL teacher education: a case study of Saudi Arabia,2008.0,,5.0,
8b6f7d0b305d6cba163ef568cdc361ada56e6b7a,MATCONT: A MATLAB package for numerical bifurcation analysis of ODEs,2003.0,TOMS,554.0,
7faeeab680967fcc55f5598235d7016c9e082efb,Successful Knowledge Management Projects,1998.0,,699.0,
9d344c9d66d7b4016b7eb17716ee35570cb0d65e,Age and Gender Identification in Social Media,2014.0,CLEF,43.0,
53146416804c480083bb9a28c677079c736903fc,"The Importance of Tangible Fixed-assets Revaluation: a Comparison between Romanian Accounting Regulations and the Ipsas 17 ‘property, Plant and Equipment’",2017.0,,4.0,
77fa8be52908a0553abcd1fa15df433ea7ca78a9,改良codox—m／ivac方案治疗弥漫性小无裂细胞和大细胞淋巴瘤初探,2003.0,,0.0,
a5162d62a714d59ed731e400064f6febbd801922,FinTech and the transformation of the financial industry,2018.0,Electron. Mark.,16.0,
324eee3df557b3549ff03d6669825cde971fe1c2,On Feminism of Joy Luck Club,2008.0,,1.0,
4b33c709600f12f95adc86f52b793af23a6c3708,Ergonomic Evaluation of Dental Professionals as Determined by Rapid Entire Body Assessment Method in 2014,2018.0,Journal of dentistry,1.0,
a4eadb4258949f035a90bbe84067d253f409487f,Morpheme Alternants in Linguistic Analysis,1942.0,,23.0,
b4d3851a739863d93e2f06ede7687e15d08287e6,Tools of the Mind: The Vygotskian Approach to Early Childhood Education,1995.0,,520.0,
eab227db674a9857e1ff290633576fda1c441872,Eradication of neutralizing antibodies to factor VIII in canine hemophilia A after liver gene therapy.,2010.0,Blood,72.0,
455b0d1fda2b3866b3838a75c0cb4755b26dc334,"Experimental leprosy in monkeys. I. Sooty mangabey monkeys: transmission, susceptibility, clinical and pathological findings.",1995.0,Leprosy review,11.0,
a40001c8649390d21fe4cda4e0b289dfde35273d,Fiction as Fantasy: The Unreliable Narrator in The Moon and Sixpence,1995.0,,0.0,
32027ebd0ca02c207eaab8194789abea38c55480,Toward a Stewardship Theory of Management,1997.0,,1486.0,
e05730910b52bce3a58f97b56572367acc89e433,Citizen Science as a Tool for Augmenting Museum Collection Data from Urban Areas,2017.0,Front. Ecol. Evol.,14.0,
f4f83ba47e260407ae9c7f08fa56655a635b4396,"European elderberry (Sambucus nigra L.) rich in sugars, organic acids, anthocyanins and selected polyphenols",2009.0,,97.0,
88d5c18e2cd3c7b85686f771b048c3833b86a4de,Aerobic fitness reduces brain tissue loss in aging humans.,2003.0,"The journals of gerontology. Series A, Biological sciences and medical sciences",584.0,
65bd9ba9eb1e5d0151031c8461403a213b900f97,Crash Simulation of PACE Formula-1 Race Car,2011.0,,2.0,
efef0626e395ae3c54515bcf8a2bd06cc09e4043,Vascular endothelial growth factor/vascular permeability factor enhances vascular permeability via nitric oxide and prostacyclin.,1998.0,Circulation,206.0,
2016ec75f02b5f704d66c9dc00dd28020a2ced08,Engineering ClpS for selective and enhanced N-terminal amino acid binding,2019.0,Applied Microbiology and Biotechnology,2.0,
9bec90295ef37e387e3119bd82dfca2cdc2c8ded,Analysis of Nifedipine Content in Transdermal Drug Delivery System Using Non-destructive Visible Spectrophotometry Technique.,2008.0,,1.0,
74ec3d4cbb22453ce1d128c42ea66d2bdced64d6,Novel Multilevel Inverter Carrier-Based PWM Method,2000.0,,299.0,
e6f749fa029251ff698a395e373e17aaf74f9739,An Empirical Study of Knowledge Tradeoffs in Case-Based Reasoning,2018.0,IJCAI,1.0,
9dd7a9aeb3986178b8fe73cdf41d5aaf50e9c9d7,Quantitative analysis of drugs in pharmaceutical preparations,2004.0,,6.0,
e06e60c4d7b2fa7cca181a8bc7324f65342e836e,In Search of HPA Axis Dysregulation in Child and Adolescent Depression,2011.0,Clinical child and family psychology review,81.0,
21237fed21499bf55b56be65e0ef7a582dd57cfc,A Communication-Efficient Parallel Algorithm for Decision Tree,2016.0,NIPS,33.0,
d1cfb3e06f83bc01118f87c42ef0b411f7e67a50,"Metalinguistic Knowledge, Language Aptitude, and Language Proficiency.",1997.0,,91.0,
3de5945f8b4e25f4bf131a5be56e3abe9121e1ab,"COVID-19, Australia: Epidemiology Report 2 (Reporting week ending 19:00 AEDT 8 February 2020).",2020.0,Communicable diseases intelligence,0.0,
15e9b16de7f1479e635372a975be245a50ae2eb8,Roman chamomile oil: Comparison between hydro-distillation and supercritical fluid extraction,2003.0,,3.0,
518351ec5e1030f98a53eac578b87626d827428a,Identification and management of elder physical abuse in the routine of dentistry – a systematic review,2017.0,Gerodontology,4.0,
3ff3c4087566fbc462963fc66a8423868026baba,tiK+ toK+: an embryonic clock?,2001.0,"Reproduction, fertility, and development",8.0,
33ff4e8d62ff9aeb60a9d737eea0636e1f2f3bd1,Capillary Instability of a Jet Induced by Surface Tension Modulations,1999.0,,3.0,
59da6e8605df8b528fae1de75ea0ec66cd370c87,Competing on analytics.,2006.0,Harvard business review,436.0,
343cb84b40b89a5309c701d40c66515b0308623a,Fault Diagnosis of Rotary Parts of a Heavy-Duty Horizontal Lathe Based on Wavelet Packet Transform and Support Vector Machine,2019.0,Sensors,1.0,
c50a7f1850d1770fe728b8e42200e463ca669896,Cloud Computing and Grid Computing 360-Degree Compared,2008.0,2008 Grid Computing Environments Workshop,2232.0,
996f3dcf82200148080bea3560b874c74d1175f8,Cram's Introduction to Surface Electromyography,2010.0,,369.0,
672b12e1fb6138f955e8153e7fffbf20aa73c559,Impact of a Health Promotion Program on Employee Health Risks and Work Productivity,2007.0,American journal of health promotion : AJHP,123.0,
e0d17ea5595d246df308ca16dbdfcdb2b8f2bc53,Clinical Efficacy and Safety of Ubrogepant for the Acute Treatment of Migraine.,2020.0,The Journal of family practice,0.0,
63910c37d6eece5eb7713c8199e460a38d85b84f,A time delay dynamical model for outbreak of 2019-nCoV and the parameter identification,2020.0,,18.0,
216e7c88452b2c1af16edbc39fa8ad962a03001e,Psychology and Economics,1997.0,,1013.0,
18c53bc744cffbad651b23d6facdad17cc95b3d3,Evaluating primary care behavioral counseling interventions: an evidence-based approach.,2002.0,American journal of preventive medicine,571.0,
3748d9cbb9100b34c37df901446420c01a485a92,Types of software evolution and software maintenance,2001.0,Journal of Software Maintenance,305.0,
26aa6fe2028b5eefbaa40ab54ef725bbbe7d9810,ConceptNet 5.5: An Open Multilingual Graph of General Knowledge,2017.0,AAAI,301.0,
ea4e01cbba687a3744d4366bac1fdc017906025c,"Human Resource Management, Manufacturing Strategy, and Firm Performance",1996.0,,872.0,
4d73c967294ba9a473d1566c6b57b5f961fa61c2,O Programa Mais Médicos e o fortalecimento da Atenção Básica,2014.0,,28.0,
7b4b43501d57ee40cdedf93882b613146faad7e2,Iterative Hard Thresholding for Compressed Sensing,2008.0,ArXiv,1309.0,
a3a9ff7aa869a9e91ea507f3e7ec272378f1801d,Judging a Book by its Cover: Beauty and Expectations in the Trust Game,2006.0,,141.0,
6f674b5eb159d983551a546302b18d17211da3a8,Regular aerobic exercise prevents and restores age-related declines in endothelium-dependent vasodilation in healthy men.,2000.0,Circulation,498.0,
bf50f94fe5fb51c5c1f79bc988a46d75b7835c64,Impulsive versus reflective influences on health behavior: a theoretical framework and empirical review,2008.0,,283.0,
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,RoBERTa: A Robustly Optimized BERT Pretraining Approach,2019.0,ArXiv,508.0,
0aa7943005dd20035715a3af81861da8896a6172,Self-disclosure and liking: a meta-analytic review.,1994.0,Psychological bulletin,549.0,
9fafdabbafeb5ee3d356411a4ef909368b283f9c,Ada and Grace: Toward Realistic and Engaging Virtual Museum Guides,2010.0,IVA,107.0,
142d77d7c214aa1f5a9e44e6c74d0d1ea4f1d5a4,Weakly Supervised Learning for Fake News Detection on Twitter,2018.0,2018 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),14.0,
2a13ba4531880b32d2671c7104fd12a2e9d84a03,Control Strategy for Flexible Microgrid Based on Parallel Line-Interactive UPS Systems,2009.0,IEEE Transactions on Industrial Electronics,531.0,
7053876f4da27f83d8da21c3c7c26716d07e15bc,"Modelling the relationship between hotel perceived value, customer satisfaction, and customer loyalty",2019.0,,11.0,
336290a6e9493786b7ba50f0e7a58a2d01a68591,The Location of Interacting Hub Facilities,1986.0,Transportation Science,219.0,
375301817bb773bac16f4de572b1ba452d2e5955,Big Five Audits and Accounting Fraud,2010.0,,80.0,
af87324d562f207e8e4954744a93d153b35cf132,The benefits of frequent positive affect: does happiness lead to success?,2005.0,Psychological bulletin,2349.0,
b1ae1d75838b72f9ebaeffa882ca730a129a675c,"Disturbance and subsequent recovery of mid-shore assemblages on seasonal, tropical, rocky shores",2003.0,,10.0,
c1549168fe070cf16068ab34bb15eadf18515fdd,"Age and gender as determinants of stress exposure, generation, and reactions in youngsters: a transactional perspective.",1999.0,Child development,336.0,
c682a49edb0a57bb6e4346734ff94ff4fd684cbe,Self-Compassion and Self-Criticism in Recovery in Psychosis: An Interpretative Phenomenological Analysis Study.,2015.0,Journal of clinical psychology,15.0,
0e0a5f6cc0fdb9cebda224e52bc822aa32827b4d,Advanced driver assistance systems from autonomous to cooperative approach,2008.0,,65.0,
e5fdd5562215907afae7f097d0cf4f2f5991e48e,Alternate Futures for 2025: Security Planning to Avoid Surprise,2012.0,,11.0,
0b2b58d295d58903caab299767214bbaccc52ad5,Centrifugal modelling of tunnel construction in soft clay,1980.0,,77.0,
b76fcdeac3b0c5516c87b5661f08ba4d02d164df,ESE Framework Verification by MBSE,2019.0,IEEE Systems Journal,1.0,
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,Structural basis for human coronavirus attachment to sialic acid receptors,2019.0,Nature Structural & Molecular Biology,23.0,
9d8ad3d0410f89c3bf4719bc569271d292ed2c45,Color stability of resins and nylon as denture base material in beverages.,2011.0,Journal of prosthodontics : official journal of the American College of Prosthodontists,37.0,
31a900ee05080841e4702c7ca45de3425615cdec,Sociomaterial Practices: Exploring Technology at Work,2007.0,,986.0,
ccb1bafdae68c635cbd30d49fda7dbf88a3ce1b6,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data,2018.0,NeurIPS,180.0,
fcdf2cf98b2ec2c805c47862ca58a5a1aa40745e,Investigating Multilingual NMT Representations at Scale,2019.0,EMNLP/IJCNLP,13.0,
66178812dfaa213619c4bf8f74fc29cd87919147,Gender Equality and Long-Run Growth,2003.0,,123.0,
0293db07b98ecba45b686f665db3f1639c918092,Circumvention of the Bankruptcy Process: The Statutory Institutionalization of Securitization,2000.0,,2.0,
35cddfed05641142f55d82da6dc24985ab6dc720,The art of multiprocessor programming,2006.0,PODC '06,833.0,
ae643f33463a0b958b1c1beccb6a6b1e402dddb2,Utilização do método ELECTRE II para avaliação de pilotos no campeonato de Fórmula 1,2010.0,,4.0,
4e0fe82f7beb7c85d456dba600fa19dad9c8c3a6,"DVTV: Facebook už děti tolik nezajímá, nebezpečný je Tik Tok, problém je v pubertě",2019.0,,0.0,
d3c582aeb23a6e7c5335fdca96c5762513772675,Dishing Dirt in the Digital Age: Celebrity Gossip Blogs and Participatory Media Culture,2013.0,,1.0,
42ac144b0b5e79dc438c7fce39c654f817494798,Atomic layer deposition of tin oxide thin films from bis[bis(trimethylsilyl)amino]tin(II) with ozone and water,2017.0,,2.0,
9ca0cfd5b83c8b945bb42969d07b822c69b441bc,"An emerging coronavirus causing pneumonia outbreak in Wuhan, China: calling for developing therapeutic and prophylactic strategies",2020.0,Emerging microbes & infections,31.0,
3321f343a5df41cf5d9c892d90c65f32caa641a3,Role of RNA chaperones in virus replication,2009.0,Virus Research,34.0,
add6f2aa8fa3dea2adf35c2f39c12cb29570a7f0,The medial extended amygdala in male reproductive behavior. A node in the mammalian social behavior network.,1999.0,Annals of the New York Academy of Sciences,508.0,
d968e0687a8f2557505aad3988a4de921dcf45fd,Feedback on household electricity consumption: a tool for saving energy?,2008.0,,729.0,
8da76f6c68fb951f31078c6847351449bc94f3b1,Competition in the British Electricity Spot Market,1992.0,,604.0,
e0e58c639d8c4f440c9e9259c6a7dfd5f66dfe0d,Problem-based learning : an approach to medical education,1980.0,,917.0,
9a79805b58ace672da568af6585c4a1cd2e6b57c,Permeable detachable LED street lamp,2009.0,,0.0,
c4dcefd65ca07b38a02d6d2cdd267b3c7bde32be,Flora Symbolica Flowers In Pre Raphaelite Art,2016.0,,2.0,
c697442a3c0d2c2f9503c45e5b14aeaad7cb197e,[2019-nCoV: new challenges from coronavirus].,2020.0,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],7.0,
446f1451aa594b13bf9b785533975f92608f2329,Peer contagion in child and adolescent social and emotional development.,2011.0,Annual review of psychology,205.0,
e92fcdea74d2e4446a17e39aca46365291e4dceb,The Economic Sins of Modern IR Theory and the Classical Realist Alternative,2015.0,,6.0,
c0dda885efbf20e7b8d6791f00a6c2dbc167a21b,The Development of Trade Union Theory and Mainstream Economic Methodology,2012.0,,6.0,
0988345c03e2cdf2d4833eee04264e39b1c2d55c,"The Trichotillomania Impact Project (TIP): exploring phenomenology, functional impairment, and treatment utilization.",2006.0,The Journal of clinical psychiatry,98.0,
bfbda5b6c4bb39a432ecae9b8a3413a3fd57b257,"Biology of pulse beetle, callosobruchus chinensis in stored chickpea",2011.0,,5.0,
91ce1a5b90aed8442020cde1f8dc973148f7461c,Extracellular calcium sensing and extracellular calcium signaling.,2001.0,Physiological reviews,646.0,
f3d9818ba8b9a90f60c413c594a85435d3cccc66,Learning Strategies in Second Language Acquisition,2007.0,,1543.0,
aa71f35dec125cff366e470da35152022ca41191,Molecular pathophysiology of cerebral hemorrhage: secondary brain injury.,2011.0,Stroke,277.0,
6ae16d8e82c574a59256af629f1544931e25dc29,Influence of termite infestation on the spatial variability of soil properties in the Guinea savanna region of Nigeria.,2009.0,,24.0,
e69edf491ae72a6c0cf0ae8659be7c164d170754,Equality Transformed: A Quarter-Century of Affirmative Action,1991.0,,10.0,
6c7c126dbd44bac9620e145468ddd932afbc75df,The concepts and problems of post-harvest food losses in perishable crops,2011.0,,41.0,
49f174da46d4165e3cb4d33a38bec38c09b38bfb,Was Eysenck right after all? A reassessment of the effects of psychotherapy for adult depression.,2019.0,Epidemiology and psychiatric sciences,14.0,
349cc24a102331c9272d1b525494f6f7b9fb9f83,Visual and Other Pleasures,1989.0,,365.0,
c6875e6875463af3580348d9de2a73bb7e88f51e,Risk Perception and the Public Acceptance of Drones.,2015.0,Risk analysis : an official publication of the Society for Risk Analysis,41.0,
e08ee09629759e4e9cfd30c957db47e0c32cf310,Benefits of immediate EMDR vs. eclectic therapy intervention for victims of physical violence and accidents at the workplace: a pilot study.,2013.0,Issues in mental health nursing,4.0,
